OrderID,OrderDate,ShippedDate,CustomerID,Freight
13460,2014-02-28 14:46:27,2014-02-28 21:23:06,RANCH,587.0
17596,2021-12-01 17:02:03,2021-12-10 15:56:47,WILMK,580.75
13372,2022-04-01 14:02:15,2022-04-07 04:24:16,ISLAT,574.5
13466,2020-03-22 07:54:49,2020-03-27 16:19:09,CONSH,568.25
25679,2013-12-07 04:38:11,2013-12-20 03:45:49,RICSU,561.25
18304,2013-04-24 05:23:08,2013-05-01 02:43:47,AROUT,560.75
21461,2023-06-19 19:57:20,2023-06-19 21:41:57,LEHMS,558.75
22571,2017-11-04 22:56:37,2017-11-14 13:41:03,WELLI,558.75
17988,2012-09-29 20:55:08,2012-10-03 22:30:27,ANTON,557.75
23146,2013-05-05 19:08:26,2013-05-06 10:12:43,SUPRD,557.5
14724,2019-05-12 04:35:13,2019-05-15 00:59:08,CHOPS,557.0
14634,2013-09-19 03:28:18,2013-09-19 23:13:51,AROUT,556.75
23186,2020-06-23 14:26:00,2020-06-24 14:41:31,TOMSP,555.75
19294,2022-06-26 07:41:17,2022-06-27 14:06:45,Val2 ,554.0
19689,2021-11-18 03:01:33,2021-11-19 01:19:52,Val2 ,554.0
19413,2014-06-11 03:04:23,2014-06-12 16:49:59,FOLKO,552.75
11487,2015-05-05 20:50:56,2015-05-09 07:51:31,WILMK,552.5
11890,2021-05-25 19:54:12,2021-05-26 18:10:33,SAVEA,552.0
21692,2022-10-30 03:59:07,2022-11-26 14:22:25,HILAA,551.75
25500,2020-09-07 06:05:33,2020-09-26 22:23:08,LETSS,551.5
13450,2021-08-27 04:17:08,2021-09-05 11:13:06,LILAS,550.75
16186,2013-03-19 20:37:00,2013-04-14 00:26:44,EASTC,550.75
17455,2015-08-22 08:37:56,2015-08-28 00:13:28,BOLID,550.5
23766,2022-01-29 00:59:47,2022-02-15 03:33:52,TRADH,549.75
23797,2014-04-16 16:15:23,2014-04-21 13:49:11,NORTS,547.25
21961,2021-12-05 08:07:12,2021-12-09 03:41:35,HILAA,546.5
22063,2013-07-13 16:25:33,2013-07-31 10:44:15,WHITC,546.5
13295,2012-08-31 18:02:19,2012-09-12 05:17:47,LETSS,546.25
11880,2015-03-20 18:03:34,2015-04-13 19:09:19,SPLIR,545.75
15753,2014-08-14 13:55:30,2014-08-17 03:50:23,DUMON,545.5
17540,2019-12-16 18:27:02,2019-12-27 01:46:24,PRINI,545.5
18965,2019-08-08 01:44:21,2019-09-04 18:54:27,RICSU,545.0
21011,2014-01-14 02:14:24,2014-01-21 15:26:44,Val2 ,544.25
25420,2015-01-06 03:14:13,2015-01-10 12:25:20,KOENE,543.75
14728,2013-06-09 05:26:05,2013-06-09 06:45:38,RATTC,543.5
11980,2012-11-22 17:57:28,2012-11-27 05:42:43,GOURL,543.25
18526,2015-05-09 16:10:20,2015-05-27 01:42:26,THECR,543.25
13512,2022-04-28 16:56:10,2022-05-01 00:26:59,OTTIK,542.25
21614,2017-07-08 13:04:55,2017-07-11 22:10:04,RANCH,542.25
11681,2022-07-01 12:58:13,2022-07-02 06:07:32,PRINI,542.0
16293,2017-01-22 03:53:39,2017-02-06 17:19:12,SIMOB,541.75
20850,2021-02-18 04:13:20,2021-03-05 01:54:22,VICTE,541.75
12771,2015-05-10 14:57:32,2015-05-13 02:48:25,WANDK,541.5
16351,2021-03-31 17:46:11,2021-04-12 00:40:43,OTTIK,541.5
22033,2014-11-20 00:12:12,2014-11-24 21:34:48,SUPRD,541.5
11526,2019-11-29 17:37:07,2019-12-03 05:15:22,RATTC,541.25
12270,2019-12-04 13:44:28,2019-12-08 22:16:13,VINET,541.25
12708,2015-04-29 19:40:42,2015-04-30 10:40:16,PERIC,540.75
14089,2022-02-21 08:59:28,2022-02-25 16:04:19,OLDWO,540.75
17914,2021-09-27 11:07:28,2021-10-07 22:13:11,RATTC,540.5
11813,2012-12-31 02:40:54,2013-01-04 16:28:16,RICSU,540.25
17270,2019-01-17 14:29:17,2019-01-19 06:29:35,GREAL,540.0
14758,2019-12-02 02:01:21,2019-12-10 10:53:33,SAVEA,539.25
25191,2013-10-09 01:19:26,2013-10-29 17:22:22,QUEDE,539.25
13656,2012-10-26 00:00:19,2012-10-27 07:43:41,THECR,538.5
25351,2021-09-26 17:08:13,2021-10-11 00:13:02,COMMI,538.0
18819,2019-07-19 09:30:20,2019-08-07 01:36:55,FRANK,537.25
18824,2019-07-29 17:56:37,2019-07-31 02:56:12,PERIC,537.0
15464,2014-03-11 05:13:22,2014-03-11 13:38:34,GODOS,536.5
20655,2019-12-13 16:30:17,2019-12-21 21:57:16,SEVES,536.5
22445,2018-10-20 21:12:02,2018-10-22 12:09:40,HANAR,536.5
12588,2017-03-22 21:15:31,2017-04-10 12:29:01,LETSS,535.75
21686,2014-09-24 08:35:09,2014-10-07 15:00:06,GALED,535.75
19450,2015-10-03 16:07:50,2015-10-05 22:23:38,BERGS,535.5
23343,2013-11-01 02:26:22,2013-11-13 13:56:56,AROUT,535.5
22690,2017-07-07 11:49:39,2017-07-15 14:34:55,MAISD,535.25
21492,2019-03-31 22:54:27,2019-04-09 14:34:31,TORTU,535.0
13392,2017-05-25 01:00:13,2017-06-03 08:56:12,MORGK,534.25
15645,2016-09-23 16:10:17,2016-09-24 05:26:50,SANTG,534.0
23224,2016-04-19 15:44:21,2016-04-28 17:17:28,SEVES,534.0
24058,2022-12-12 15:27:56,2022-12-13 02:45:16,BERGS,533.75
12587,2023-08-08 01:44:16,2023-08-17 15:28:24,RANCH,533.5
12861,2021-01-13 04:34:29,2021-01-25 20:59:34,PRINI,533.5
22883,2021-06-12 02:44:25,2021-06-23 05:23:30,PRINI,533.5
15797,2022-04-07 10:35:31,2022-04-07 11:49:53,FRANS,532.75
23689,2016-11-05 18:21:29,2016-11-15 06:34:53,GROSR,532.75
12846,2017-10-19 03:11:06,2017-10-22 23:06:45,CHOPS,532.5
19673,2021-04-26 20:51:39,2021-05-07 08:39:20,WOLZA,532.25
11682,2015-07-09 13:14:58,2015-07-11 11:52:43,PICCO,531.75
17802,2015-11-18 13:33:58,2015-11-19 21:40:29,SAVEA,531.75
11495,2022-05-23 16:52:08,2022-05-25 15:05:14,FRANK,531.5
13274,2020-09-24 17:11:51,2020-10-07 04:34:44,BERGS,531.5
23101,2015-01-13 06:54:07,2015-01-15 02:09:29,DRACD,531.25
22019,2016-08-15 07:44:49,2016-08-16 03:42:52,MORGK,531.0
23128,2015-09-01 15:39:24,2015-09-20 03:00:44,MAISD,531.0
11559,2023-04-04 12:06:24,2023-04-11 03:17:51,CACTU,530.75
13622,2023-10-09 17:54:26,2023-10-29 05:19:00,GOURL,530.75
11444,2018-04-20 20:54:28,2018-04-27 10:35:43,Val2 ,530.5
22233,2017-09-25 14:22:53,2017-09-25 16:39:56,LACOR,530.25
12427,2018-11-03 02:30:58,2018-11-11 20:16:06,SPECD,530.0
14393,2018-01-22 00:15:46,2018-01-23 16:54:34,MAGAA,529.75
14574,2023-07-17 05:20:11,2023-07-18 00:57:47,BOLID,529.75
15632,2019-03-24 01:28:36,2019-04-10 20:29:41,LAZYK,529.75
22867,2017-09-25 18:16:02,2017-10-18 03:46:12,GROSR,529.75
25146,2016-03-14 02:20:11,2016-03-14 02:23:50,VAFFE,529.75
21490,2019-09-26 18:48:58,2019-10-01 06:37:01,QUEEN,529.5
21890,2019-06-20 00:40:23,2019-06-26 01:32:47,ANATR,529.25
20443,2017-03-06 03:12:24,2017-04-02 02:09:45,CHOPS,529.0
12734,2017-08-10 10:14:02,2017-08-21 04:46:43,TORTU,528.75
17525,2016-01-17 04:05:46,2016-01-17 15:30:03,PERIC,528.25
15997,2013-05-28 12:54:31,2013-06-18 09:52:14,BLONP,528.0
25706,2022-02-05 03:35:27,2022-02-15 16:01:21,BONAP,527.75
17123,2012-12-02 03:27:34,2012-12-05 18:36:08,NORTS,527.5
21789,2020-08-13 23:10:17,2020-08-17 14:00:06,BERGS,527.25
18747,2020-10-22 15:47:28,2020-10-28 00:05:19,PICCO,527.0
12388,2020-10-25 19:03:58,2020-10-25 20:45:00,BOLID,526.75
24257,2020-07-28 03:31:36,2020-08-01 13:02:53,FRANR,526.5
19647,2022-03-17 00:29:43,2022-03-31 13:20:59,WARTH,526.25
19033,2023-05-07 03:58:55,2023-05-22 17:41:43,BONAP,526.0
24073,2014-02-11 22:42:34,2014-02-28 00:56:45,QUICK,525.75
15786,2023-01-31 05:03:56,2023-02-07 00:54:16,LETSS,525.5
18372,2018-12-09 08:28:55,2018-12-13 06:07:55,BOTTM,525.5
21601,2014-01-29 00:59:21,2014-02-13 08:08:52,PRINI,525.5
23870,2015-04-30 10:46:11,2015-04-30 21:05:05,MEREP,525.5
18774,2017-12-08 10:28:35,2017-12-12 05:04:45,FRANS,525.25
21061,2020-06-15 15:41:15,2020-07-02 23:18:01,ANATR,525.25
18679,2014-03-28 00:21:25,2014-04-03 01:59:15,GROSR,525.0
19410,2021-08-06 13:20:26,2021-08-10 05:11:47,GOURL,525.0
11105,2023-03-20 23:48:40,2023-03-21 22:04:51,CENTC,524.75
15365,2023-02-01 00:51:16,2023-02-06 15:32:12,VINET,524.75
14013,2015-08-01 12:59:33,2015-08-12 14:59:45,KOENE,524.5
16662,2022-10-10 14:46:28,2022-10-23 21:26:03,HANAR,524.25
17264,2017-08-13 13:52:26,2017-08-17 04:27:17,TRADH,524.25
17673,2015-12-30 03:23:19,2016-01-24 02:12:24,VICTE,524.25
15142,2014-06-28 08:35:48,2014-07-18 12:16:49,CACTU,524.0
18688,2022-08-01 13:19:11,2022-08-07 19:52:21,CONSH,523.5
24061,2017-04-23 15:20:33,2017-04-27 20:13:09,GALED,523.5
17513,2016-03-17 05:14:57,2016-04-01 10:23:38,KOENE,523.25
11485,2022-08-04 05:51:13,2022-08-14 07:44:41,BOLID,523.0
19232,2019-11-17 13:39:58,2019-11-19 05:08:18,HUNGO,523.0
22676,2020-01-26 02:11:58,2020-02-02 05:25:48,ALFKI,523.0
16205,2017-08-09 04:18:27,2017-08-11 19:46:02,PRINI,522.75
18608,2012-10-11 18:19:19,2012-10-18 12:09:41,FOLKO,522.75
22960,2018-07-22 07:20:47,2018-08-07 03:23:13,SPECD,522.75
23478,2022-05-14 07:10:14,2022-05-19 04:42:50,LAMAI,522.5
24891,2020-11-08 12:14:32,2020-11-24 11:30:03,Val2 ,522.5
15312,2020-04-06 02:44:46,2020-04-06 12:43:12,WILMK,522.25
25432,2017-02-03 20:52:01,2017-02-05 23:46:32,OTTIK,522.25
25674,2015-05-30 13:37:28,2015-06-01 21:00:09,SEVES,522.25
17852,2020-04-15 20:04:47,2020-04-18 12:48:30,WELLI,522.0
18928,2012-10-23 02:49:16,2012-10-23 22:06:16,FRANK,522.0
23435,2022-06-22 15:50:36,2022-06-24 10:54:54,RATTC,522.0
21669,2014-12-04 09:35:01,2014-12-09 18:30:28,MEREP,521.75
24867,2022-07-23 15:36:21,2022-07-24 02:38:35,BLONP,521.75
13407,2017-12-17 14:45:52,2017-12-26 15:32:58,VICTE,521.5
17684,2023-08-21 18:01:37,2023-09-02 08:36:56,ALFKI,521.5
11971,2020-07-08 04:04:05,2020-07-09 12:30:20,WHITC,521.25
15518,2015-02-19 14:48:42,2015-02-21 08:17:54,FOLKO,521.25
21169,2014-05-19 06:25:39,2014-05-22 08:51:41,CENTC,521.25
22773,2022-05-27 10:34:45,2022-05-27 19:45:01,EASTC,521.25
18306,2018-12-29 14:50:23,2019-01-13 04:49:57,TORTU,521.0
22273,2023-05-26 19:45:15,2023-06-01 08:53:26,ROMEY,520.75
12420,2022-03-20 12:57:47,2022-03-21 14:15:40,HANAR,520.5
15654,2015-03-03 17:06:42,2015-03-05 18:13:36,BOTTM,520.5
19272,2023-05-17 21:15:01,2023-06-07 15:39:02,SUPRD,520.5
26149,2021-05-07 23:19:38,2021-06-04 01:50:14,GODOS,520.5
16433,2021-12-19 03:19:14,2021-12-30 06:16:59,ANATR,520.25
15101,2017-11-07 07:29:02,2017-11-14 15:59:50,TORTU,520.0
15508,2017-04-06 22:54:30,2017-04-15 05:32:32,SANTG,520.0
19463,2018-01-25 09:47:19,2018-01-25 23:51:47,LONEP,520.0
20324,2013-01-21 20:01:56,2013-01-23 21:00:38,QUICK,520.0
20831,2014-05-24 19:22:20,2014-05-29 11:50:36,DUMON,520.0
21442,2021-06-19 23:54:35,2021-06-21 05:22:07,REGGC,520.0
14296,2012-10-23 18:56:37,2012-10-28 08:57:48,FOLKO,519.5
18740,2015-05-18 05:43:03,2015-05-19 10:27:35,BSBEV,519.5
19091,2013-03-06 15:56:17,2013-03-19 18:47:13,FRANR,519.5
13825,2012-12-31 06:52:08,2013-01-10 05:32:28,COMMI,519.25
19501,2022-01-16 10:18:23,2022-01-24 22:40:56,MORGK,519.25
24662,2021-05-30 00:31:25,2021-06-13 04:43:41,WARTH,519.0
21121,2014-07-27 17:43:05,2014-08-12 23:58:38,OTTIK,518.75
19443,2016-09-05 06:22:50,2016-09-18 04:02:10,TORTU,518.5
11386,2017-05-11 13:48:27,2017-05-13 14:20:11,HUNGC,518.25
22893,2021-07-03 10:24:01,2021-07-03 21:30:49,BOLID,518.25
16105,2012-09-14 20:31:45,2012-09-17 08:24:00,FRANK,518.0
19517,2019-04-20 22:47:06,2019-05-14 15:05:23,WOLZA,517.75
22780,2021-07-18 13:12:19,2021-07-29 13:27:00,CACTU,517.75
24498,2018-06-11 21:36:55,2018-06-16 01:37:09,FRANR,517.75
11779,2013-07-24 06:30:37,2013-07-28 15:35:54,PERIC,517.5
19554,2022-07-31 20:37:09,2022-08-03 22:20:22,MORGK,517.5
20736,2019-07-25 17:25:41,2019-07-30 02:33:06,MAGAA,517.5
22710,2021-01-07 20:37:20,2021-01-08 07:44:46,HANAR,517.5
23609,2020-01-22 04:04:30,2020-02-06 12:51:25,HILAA,517.5
13502,2020-07-16 23:26:01,2020-07-17 23:12:03,LEHMS,517.25
13870,2017-10-29 06:36:20,2017-11-10 14:44:27,Val2 ,517.25
24563,2016-02-26 06:56:19,2016-03-10 00:30:36,THECR,517.25
11484,2017-05-05 13:15:10,2017-05-05 19:09:39,HILAA,517.0
13479,2013-08-20 06:12:51,2013-08-23 03:21:51,VAFFE,517.0
19315,2012-08-22 20:17:13,2012-09-05 01:48:57,SAVEA,517.0
24777,2023-02-17 13:47:52,2023-03-11 21:37:55,RANCH,517.0
11509,2021-10-07 02:07:12,2021-10-07 07:39:00,QUICK,516.75
11532,2017-05-23 12:27:19,2017-05-24 01:15:55,WHITC,516.75
14108,2020-02-01 08:36:50,2020-02-17 00:54:30,ISLAT,516.75
14425,2015-04-11 11:09:29,2015-04-20 08:30:45,LONEP,516.5
15767,2020-09-09 15:28:56,2020-09-20 01:45:24,VALON,516.5
19568,2013-04-02 06:31:55,2013-04-06 20:17:28,QUICK,516.25
15085,2017-10-24 17:07:49,2017-10-25 04:05:10,TRADH,516.0
19807,2014-03-07 20:26:11,2014-04-03 23:47:52,RANCH,516.0
20912,2016-08-27 07:31:03,2016-08-31 18:23:02,BOTTM,516.0
23265,2012-10-11 04:46:35,2012-10-17 12:13:13,LILAS,516.0
24611,2016-07-12 03:42:04,2016-07-25 12:03:24,LEHMS,516.0
11177,2015-12-21 09:01:24,2015-12-31 06:53:02,MAGAA,515.75
19839,2022-08-21 01:35:22,2022-08-21 21:13:45,PICCO,515.75
19453,2013-07-18 11:51:40,2013-08-06 11:01:26,VALON,515.5
25142,2013-02-27 01:36:10,2013-03-06 20:46:05,ANATR,515.5
14810,2019-06-14 09:44:19,2019-06-18 03:48:06,WARTH,515.25
17057,2019-03-07 10:36:21,2019-03-08 08:04:33,MAISD,515.25
18250,2019-11-01 21:11:20,2019-11-03 14:13:46,GROSR,515.25
24738,2023-06-07 02:34:09,2023-06-09 11:33:39,ISLAT,515.25
25513,2018-12-05 17:50:41,2018-12-06 14:35:59,ROMEY,515.25
26200,2016-04-22 15:33:10,2016-05-10 23:58:02,SPLIR,515.25
13370,2020-09-25 04:17:40,2020-10-02 21:14:17,MAISD,515.0
18058,2013-12-29 04:42:25,2014-01-05 23:49:58,THEBI,515.0
22611,2022-07-16 09:48:42,2022-07-29 17:25:18,PARIS,515.0
12431,2021-08-07 02:24:28,2021-08-09 22:28:37,LETSS,514.75
15057,2019-04-07 23:31:50,2019-04-09 06:59:45,ERNSH,514.75
14954,2019-09-13 10:11:24,2019-09-15 12:36:48,FRANS,514.5
20106,2012-08-01 18:56:37,2012-08-03 18:06:13,BOTTM,514.5
11188,2018-07-07 15:47:01,2018-07-11 08:00:04,CENTC,514.25
13423,2013-05-22 12:27:43,2013-05-25 20:40:47,HUNGC,514.25
14252,2023-03-02 10:20:49,2023-03-05 05:49:21,ALFKI,514.25
18279,2013-03-08 21:07:52,2013-03-14 20:04:09,BOTTM,514.25
17861,2017-03-26 17:51:43,2017-04-07 11:32:59,FRANS,514.0
14521,2018-10-23 23:45:26,2018-10-29 04:00:08,BONAP,513.75
15357,2015-06-20 23:07:18,2015-06-29 00:42:00,VAFFE,513.75
18286,2014-03-31 09:01:26,2014-04-04 20:33:03,BONAP,513.75
26322,2016-09-20 14:42:34,2016-09-23 14:11:05,GREAL,513.75
16681,2016-02-12 18:35:18,2016-02-29 16:23:44,CONSH,513.5
21688,2023-02-25 04:23:48,2023-02-26 17:50:35,QUEEN,513.5
22805,2016-12-26 11:21:41,2016-12-27 07:41:37,CHOPS,513.25
25508,2016-02-13 23:21:25,2016-02-13 23:27:37,BLAUS,513.25
11443,2014-06-17 11:57:59,2014-06-25 14:29:48,RICAR,513.0
16562,2014-03-03 13:58:02,2014-03-15 04:30:57,RICAR,513.0
14123,2019-02-20 00:20:32,2019-02-26 00:51:22,WILMK,512.5
21928,2015-09-28 08:33:57,2015-09-29 13:38:50,LAMAI,512.5
24387,2023-09-23 17:55:47,2023-10-05 11:48:40,TRADH,512.5
15611,2016-10-31 11:54:31,2016-11-02 01:21:39,SPLIR,512.25
19408,2022-08-12 10:34:20,2022-09-02 10:16:37,PERIC,512.25
20245,2021-08-11 01:30:14,2021-08-11 06:11:12,LILAS,512.25
15837,2021-04-20 11:56:32,2021-04-20 14:03:43,PICCO,512.0
22575,2014-08-11 08:28:44,2014-08-11 18:56:57,LAUGB,512.0
13156,2013-08-05 11:41:02,2013-08-07 07:00:27,WHITC,511.75
16203,2021-10-02 23:17:04,2021-10-28 12:50:49,WILMK,511.75
18427,2012-11-15 09:37:43,2012-11-21 01:16:36,BOTTM,511.75
24775,2018-10-23 09:24:24,2018-10-27 15:24:19,FRANR,511.75
11788,2023-01-04 03:02:54,2023-01-18 06:23:35,THEBI,511.5
18018,2016-09-10 15:53:09,2016-09-17 10:53:44,RATTC,511.5
19993,2016-05-05 10:33:18,2016-05-19 19:00:29,RATTC,511.5
24550,2013-01-16 10:27:05,2013-01-24 11:47:15,GODOS,511.5
12985,2019-12-09 15:04:10,2019-12-10 06:03:56,EASTC,511.25
20950,2014-03-04 16:36:46,2014-03-08 05:20:33,WARTH,511.25
23169,2016-01-31 10:31:08,2016-02-12 03:07:25,PERIC,511.25
24603,2014-01-02 11:49:06,2014-01-15 05:22:22,FOLIG,511.25
13335,2023-03-18 01:46:16,2023-03-20 19:27:02,ANTON,511.0
13400,2015-08-09 17:04:48,2015-08-22 11:51:27,SEVES,511.0
20227,2023-03-18 20:54:42,2023-03-27 12:42:00,FAMIA,511.0
23210,2013-06-01 08:24:37,2013-06-05 20:44:06,FURIB,510.75
24252,2014-08-10 07:03:06,2014-08-11 16:29:03,CHOPS,510.75
13895,2021-11-06 17:51:44,2021-11-20 14:42:22,BSBEV,510.5
14195,2013-12-09 02:49:25,2013-12-16 09:26:24,LINOD,510.5
14385,2017-10-06 02:09:44,2017-10-11 08:10:17,FOLIG,510.5
17389,2014-03-01 05:42:31,2014-03-01 17:15:39,FURIB,510.5
23634,2020-03-24 07:59:51,2020-03-24 08:56:33,SAVEA,510.5
24644,2016-11-15 20:19:40,2016-12-03 09:04:26,REGGC,510.5
11766,2020-07-19 00:48:03,2020-08-02 11:41:49,THEBI,510.25
18810,2018-03-19 01:23:37,2018-03-23 03:16:19,HANAR,510.25
21106,2020-03-11 07:39:22,2020-03-22 12:51:57,COMMI,510.25
24896,2015-02-19 01:37:26,2015-03-07 17:26:34,ISLAT,510.25
13979,2019-10-03 04:02:58,2019-10-10 03:25:52,Val2 ,510.0
17012,2022-05-11 16:05:14,2022-05-12 09:42:36,PRINI,510.0
25425,2019-10-23 16:35:55,2019-11-11 18:09:19,TORTU,510.0
20492,2013-03-25 03:05:09,2013-04-09 05:27:56,SPLIR,509.75
12293,2017-04-24 13:53:54,2017-05-03 13:00:30,LONEP,509.5
14347,2021-07-02 06:24:40,2021-07-05 17:46:52,LAZYK,509.5
15239,2015-02-23 01:40:01,2015-02-24 11:01:43,RANCH,509.5
16021,2023-07-08 03:55:24,2023-07-13 00:01:57,LACOR,509.5
16483,2023-03-25 06:16:42,2023-03-28 15:05:17,MAGAA,509.5
16615,2018-03-26 14:46:52,2018-04-03 19:50:16,HUNGC,509.5
20665,2023-03-18 16:12:03,2023-03-28 08:18:56,PARIS,509.5
21963,2022-01-31 10:19:18,2022-02-01 11:37:40,LILAS,509.5
23485,2012-07-31 08:32:06,2012-07-31 15:17:54,SPECD,509.5
23364,2022-10-15 00:15:16,2022-10-25 13:34:53,BSBEV,509.25
23531,2014-07-08 09:56:19,2014-07-22 19:11:14,MEREP,509.25
23943,2016-07-23 01:03:54,2016-07-29 04:47:26,LONEP,509.25
13090,2016-09-15 12:33:29,2016-09-21 21:44:54,ERNSH,509.0
21302,2015-02-22 07:30:02,2015-02-24 03:33:47,RICAR,509.0
24021,2014-02-12 18:13:57,2014-02-23 14:35:36,SAVEA,509.0
15242,2012-10-11 06:19:28,2012-10-30 19:11:06,PERIC,508.75
15932,2019-12-08 11:17:31,2019-12-30 16:54:54,EASTC,508.75
16552,2013-05-31 15:36:40,2013-06-09 11:28:59,FRANK,508.75
17063,2021-12-06 05:38:39,2021-12-11 16:10:33,BLONP,508.75
18594,2015-11-03 01:47:57,2015-11-15 11:38:26,BERGS,508.75
19185,2012-07-16 09:41:10,2012-07-26 14:36:54,FOLIG,508.75
18848,2018-07-09 14:34:03,2018-08-05 00:47:50,FAMIA,508.5
21841,2023-06-11 19:57:31,2023-06-23 04:11:53,LETSS,508.5
23834,2017-07-19 19:05:34,2017-07-20 11:54:55,ROMEY,508.5
25718,2016-05-26 05:01:17,2016-06-01 09:21:45,SEVES,508.5
11331,2014-07-28 11:45:15,2014-07-29 07:16:31,TRAIH,508.25
